% Created by Marsyas
@relation MFCC.arff
@attribute Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute output {newmetal,metal,rock,jazz,pop,hiphop,classical,reggae,blues,country,disco}


@data
-41.435899,1.735398,-0.147133,0.740118,0.427848,0.460751,0.483376,0.363997,0.541243,0.392647,0.314210,0.290754,0.228301,5.630532,0.912438,0.799353,0.645028,0.485787,0.440011,0.394347,0.332340,0.357262,0.327952,0.334791,0.325973,0.336086,29.793216,1.320924,0.375464,0.604922,0.382424,0.403509,0.379906,0.320942,0.418186,0.306339,0.269441,0.260538,0.223628,6.902079,0.636011,0.579152,0.482646,0.344473,0.338981,0.287874,0.235025,0.274405,0.236898,0.246417,0.236628,0.249559,disco
-38.541928,1.955197,0.130398,0.707839,0.623769,0.412462,0.493740,0.241937,0.326953,0.472881,0.108947,0.150589,0.164481,3.893549,0.703207,0.546083,0.441406,0.393918,0.350337,0.312108,0.321730,0.300040,0.333805,0.264367,0.266073,0.262863,27.635888,1.433472,0.329266,0.570529,0.501484,0.310907,0.360486,0.208676,0.266587,0.383858,0.140223,0.143705,0.139748,6.293561,0.500275,0.409828,0.313647,0.281810,0.254052,0.223239,0.231308,0.211675,0.248570,0.195412,0.190477,0.186008,disco
-45.890923,1.997389,0.736561,1.177824,0.789725,0.587797,0.465505,0.336494,0.366952,0.245348,0.367687,0.298911,0.303627,6.035501,1.185262,1.021941,0.748470,0.517314,0.416559,0.429474,0.373665,0.307144,0.389850,0.274773,0.311375,0.307819,33.031279,1.473361,0.719988,0.895956,0.672827,0.451417,0.385846,0.289479,0.298151,0.272431,0.289361,0.253400,0.256040,7.600829,0.853364,0.760297,0.552924,0.382960,0.301035,0.312928,0.273283,0.218169,0.283606,0.194470,0.229222,0.220040,disco
-38.164375,2.173275,-0.139727,1.096798,-0.149023,0.470585,0.432738,0.139294,0.619870,0.281004,0.240510,0.416550,0.203979,3.592332,0.800812,0.576008,0.592872,0.408564,0.402381,0.345799,0.313868,0.314305,0.288832,0.262729,0.295200,0.297833,27.021620,1.619192,0.344321,0.822768,0.229003,0.450186,0.386010,0.183227,0.486626,0.230965,0.194209,0.348158,0.253120,6.138390,0.576677,0.419094,0.419394,0.295974,0.297489,0.248574,0.227016,0.224537,0.213760,0.186423,0.216079,0.212285,disco
-41.116206,2.746692,0.185714,0.962188,-0.341193,0.517985,0.214481,0.549623,0.485033,0.293833,0.053085,-0.022006,0.144171,3.832324,0.755223,0.650510,0.614478,0.462300,0.366373,0.359438,0.359018,0.305231,0.331034,0.335455,0.352858,0.315669,29.433656,1.972220,0.574288,0.788172,0.373109,0.471561,0.300705,0.524483,0.442263,0.251469,0.207293,0.213520,0.374144,6.984316,0.623886,0.488985,0.479212,0.333552,0.266505,0.259437,0.271726,0.218309,0.245130,0.255451,0.257543,0.234661,disco
-39.870554,2.239362,0.305530,0.643437,0.515584,0.505453,0.564775,0.093885,0.367029,0.494860,0.321695,0.339418,0.162905,3.908419,0.761056,0.551887,0.472893,0.423055,0.330801,0.333158,0.342288,0.301432,0.328543,0.273025,0.293668,0.296442,28.566093,1.634178,0.371540,0.541362,0.411756,0.396803,0.430423,0.193088,0.299324,0.412569,0.274837,0.282502,0.196504,6.666832,0.574743,0.388634,0.335175,0.296758,0.238629,0.238019,0.245552,0.211923,0.243710,0.197796,0.217378,0.219414,disco
-42.454393,1.930613,0.657542,1.013883,0.143856,0.517526,0.150688,0.416026,0.187327,0.269611,0.276082,0.157006,0.207648,4.809113,1.027281,0.642290,0.556027,0.424848,0.342823,0.332502,0.325366,0.333545,0.379879,0.308094,0.334870,0.316304,30.486821,1.491692,0.511162,0.799662,0.263391,0.440491,0.176349,0.348434,0.178109,0.333253,0.255730,0.184645,0.273581,7.042778,0.734483,0.469424,0.404594,0.312934,0.248920,0.238394,0.234935,0.244561,0.287384,0.225090,0.257451,0.238831,disco
-41.490734,1.943233,0.381675,0.866957,0.358801,0.199819,0.396634,0.260856,0.435991,0.353083,0.405714,0.439878,0.448273,4.003114,0.655056,0.644073,0.526554,0.334313,0.347603,0.327307,0.343810,0.305803,0.273292,0.274903,0.305834,0.292910,29.811147,1.417376,0.363391,0.681047,0.325894,0.255738,0.341714,0.256532,0.354978,0.283974,0.313107,0.357846,0.333727,6.805626,0.489174,0.473125,0.400090,0.241168,0.246807,0.231293,0.247625,0.221566,0.192887,0.190802,0.215630,0.203852,disco
-44.760958,3.219440,0.668815,0.823377,0.600142,0.528158,0.408409,0.354914,0.318188,0.326931,0.288899,0.274140,0.261901,5.010912,1.084860,0.897780,0.620679,0.549009,0.428031,0.453257,0.367860,0.352451,0.369054,0.315796,0.345057,0.340265,32.179714,2.360649,0.929173,0.821900,0.523178,0.412115,0.345924,0.303007,0.299977,0.287348,0.243867,0.235750,0.243197,7.333720,0.823652,0.705534,0.467345,0.427605,0.317592,0.332733,0.261801,0.253522,0.281038,0.234496,0.256291,0.261807,disco
-41.041670,1.769805,1.035516,1.132947,0.275872,0.623263,0.469936,0.299908,0.370463,0.391383,0.322766,0.282715,0.165775,4.113902,0.701779,0.437689,0.491731,0.379425,0.343930,0.336454,0.296655,0.317111,0.281376,0.278699,0.278713,0.293624,29.378849,1.323622,0.779111,0.868667,0.407731,0.480455,0.368905,0.223040,0.299774,0.301948,0.252410,0.241648,0.261443,6.954513,0.499817,0.316320,0.374599,0.280217,0.245287,0.237644,0.211241,0.227490,0.200426,0.196938,0.201259,0.225556,disco
-39.921623,3.020260,-0.559818,0.594598,0.222425,0.299126,0.391766,0.328743,0.563253,0.294938,0.022176,0.178966,0.052106,4.063163,0.832750,0.510221,0.490615,0.410470,0.345438,0.322250,0.330311,0.368457,0.311432,0.285868,0.285869,0.313753,28.553921,2.186703,0.430757,0.464392,0.194752,0.247403,0.311265,0.292722,0.440588,0.235245,0.101431,0.161683,0.165401,6.845234,0.696209,0.362020,0.357298,0.289273,0.247622,0.226811,0.230987,0.267108,0.219473,0.201234,0.207502,0.230263,disco
-39.634455,1.484539,0.503586,0.928566,0.516979,0.616863,0.357689,0.257327,0.300230,0.272032,0.332496,0.294721,0.346093,4.610907,0.629086,0.742126,0.495698,0.382461,0.365023,0.328187,0.289369,0.261620,0.309585,0.261059,0.266248,0.261080,28.503269,1.077086,0.469302,0.689042,0.374066,0.459466,0.288727,0.229021,0.231374,0.241496,0.251017,0.236773,0.261806,6.352717,0.450374,0.544756,0.350075,0.267531,0.264487,0.235519,0.210691,0.184697,0.219292,0.184021,0.192705,0.184394,disco
-40.866593,2.487086,0.249276,0.273931,0.296333,0.424966,0.335556,0.166342,0.308179,0.245156,0.341783,0.271465,0.215170,3.680074,0.624460,0.529357,0.392744,0.397332,0.321071,0.312304,0.330741,0.311173,0.301400,0.291922,0.277990,0.290101,29.385115,1.826395,0.467800,0.523582,0.492391,0.331626,0.375393,0.271385,0.254096,0.248656,0.319130,0.235142,0.219221,6.618028,0.524713,0.390970,0.311287,0.318031,0.228441,0.224334,0.251655,0.228406,0.217585,0.213751,0.196660,0.210794,disco
-45.031953,3.179332,0.214701,0.840332,0.208672,0.484323,0.345384,0.284922,0.444633,0.319131,0.410527,0.283983,0.393567,4.437758,0.824226,0.609629,0.513041,0.411302,0.425466,0.344478,0.297347,0.351673,0.285596,0.310053,0.288467,0.301927,32.338003,2.355006,0.444972,0.696027,0.299025,0.450241,0.359715,0.276351,0.390754,0.266974,0.348770,0.262078,0.350875,8.013228,0.695725,0.469620,0.456524,0.298662,0.337897,0.253693,0.214532,0.278867,0.214034,0.231518,0.221026,0.227096,disco
-39.994085,2.003006,0.043567,0.807664,0.461175,0.726630,0.181018,0.414393,0.401917,0.217229,0.213098,0.255404,0.245590,4.042405,0.684767,0.551423,0.457902,0.406248,0.376227,0.318869,0.298637,0.280497,0.253309,0.265018,0.292221,0.272752,28.635177,1.456401,0.358240,0.659444,0.433695,0.561285,0.174812,0.380249,0.313839,0.219735,0.223486,0.303110,0.301759,6.804789,0.548258,0.414383,0.347358,0.302345,0.280691,0.236035,0.214097,0.200840,0.181650,0.192059,0.217841,0.204421,disco
-41.784566,3.127218,0.185950,0.416821,0.094817,0.346184,0.269812,0.019085,0.313115,0.119902,0.172698,0.237485,0.381002,5.128721,1.153056,0.591678,0.492159,0.445832,0.359620,0.314460,0.332705,0.333712,0.309378,0.315707,0.356540,0.324394,30.016691,2.297777,0.481680,0.486005,0.211261,0.315038,0.284104,0.168735,0.270955,0.199429,0.182294,0.224910,0.309415,6.870188,0.885288,0.443259,0.349243,0.330263,0.259880,0.228382,0.245085,0.245546,0.231973,0.243273,0.290437,0.258455,disco
-40.862917,2.989210,-0.013950,0.861200,0.460323,0.595378,0.357103,0.303176,0.423538,0.281071,0.304952,0.190126,0.162825,3.571601,0.851088,0.562792,0.510586,0.368608,0.387986,0.311121,0.299509,0.293507,0.289550,0.294414,0.296260,0.304889,29.375869,2.230061,0.426140,0.658652,0.376144,0.455307,0.283478,0.267735,0.357442,0.234688,0.244812,0.182810,0.197976,6.752130,0.666979,0.413543,0.367013,0.260793,0.290244,0.220361,0.216060,0.209073,0.203767,0.215635,0.226639,0.226909,disco
-40.582477,1.962593,-0.154420,0.811879,0.251897,0.676895,0.611403,0.179092,0.270265,0.418364,0.340480,0.282894,0.284311,3.743459,0.632082,0.706530,0.506434,0.488111,0.409853,0.348453,0.322916,0.358038,0.300425,0.306181,0.330922,0.357649,29.128912,1.443244,0.296211,0.699407,0.307895,0.565222,0.517316,0.173800,0.317347,0.337664,0.289743,0.283382,0.325275,6.592574,0.477031,0.519622,0.388019,0.360537,0.300943,0.244964,0.230821,0.268938,0.215404,0.222317,0.247666,0.279657,disco
-42.572378,2.118842,0.332406,0.877569,0.631812,0.356062,0.352297,0.187015,0.252829,0.349339,0.408035,0.325987,0.314342,3.804337,0.655808,0.604625,0.463646,0.355078,0.308912,0.312308,0.269214,0.281109,0.271744,0.251950,0.241067,0.279439,30.670164,1.607538,0.502338,0.677511,0.567184,0.311461,0.276651,0.223651,0.260830,0.294359,0.307316,0.258940,0.252128,6.892061,0.523670,0.443192,0.364473,0.250961,0.222272,0.236315,0.188503,0.204048,0.196172,0.182223,0.169314,0.211578,disco
-42.405244,4.362258,0.983672,1.117521,0.418465,0.336454,0.370362,0.177680,0.219955,0.179167,0.214542,0.069059,0.133567,4.355934,1.009700,0.579641,0.544589,0.389659,0.396096,0.357139,0.343400,0.292410,0.294152,0.267501,0.282550,0.274990,30.542142,3.186275,0.797865,0.944599,0.494217,0.440916,0.338288,0.248668,0.232077,0.230181,0.251781,0.167791,0.157112,6.766050,0.827218,0.422964,0.421320,0.286986,0.285378,0.265133,0.256693,0.211931,0.211817,0.194161,0.204453,0.202961,disco
-40.934983,2.858315,0.756738,0.904165,0.352417,0.469330,0.156769,0.023947,0.184892,0.411987,0.426107,0.171048,0.365824,4.263100,0.881930,0.609890,0.626171,0.414833,0.390030,0.346165,0.322993,0.329564,0.290606,0.324854,0.298333,0.299674,29.402640,2.066197,0.623097,0.697332,0.309538,0.363652,0.160933,0.155115,0.177046,0.301374,0.325772,0.175034,0.285749,6.706013,0.664257,0.429199,0.454575,0.298592,0.286496,0.251588,0.233459,0.241056,0.206277,0.235946,0.212306,0.212767,disco
-38.277139,1.942297,0.345963,0.603233,0.376070,0.377306,0.210723,0.345676,0.455123,0.423995,0.349630,0.215933,0.177090,3.741330,0.774629,0.503778,0.461240,0.383511,0.340228,0.271244,0.295298,0.301943,0.299938,0.276914,0.271648,0.275044,27.466203,1.476272,0.420282,0.476592,0.292554,0.337972,0.199621,0.287622,0.352838,0.332845,0.276090,0.208400,0.186519,6.216175,0.554976,0.379522,0.340337,0.281477,0.238638,0.195051,0.212624,0.221124,0.217171,0.194462,0.193870,0.202995,disco
-39.705430,1.962642,-0.353216,0.977941,0.421994,0.392756,0.376774,0.317929,0.548724,0.268106,0.356007,0.207957,0.179284,4.246631,0.895642,0.649648,0.619610,0.477453,0.380908,0.343228,0.357749,0.345455,0.344875,0.330621,0.333729,0.411730,28.389569,1.436070,0.341750,0.754309,0.356364,0.343590,0.318659,0.285238,0.411882,0.234456,0.294606,0.233383,0.265126,6.520568,0.639134,0.477071,0.452759,0.334332,0.274714,0.246303,0.256457,0.247532,0.243252,0.236148,0.252740,0.324185,disco
-42.648423,3.363329,0.571341,0.598756,0.743815,0.428994,0.507782,0.529953,0.372832,0.279917,0.121624,0.253131,0.311198,5.169034,1.385451,0.863282,0.572768,0.391901,0.383291,0.341482,0.342627,0.293480,0.319958,0.335960,0.270581,0.282817,30.437544,2.577826,0.638565,0.510887,0.551345,0.330461,0.424669,0.427049,0.306800,0.277145,0.203110,0.238263,0.258812,7.038910,1.008605,0.618757,0.432622,0.288023,0.286293,0.242165,0.263477,0.210562,0.240656,0.257591,0.205495,0.201116,disco
-42.386087,1.983372,0.578602,0.751151,0.675734,0.535707,0.492395,0.463003,0.325638,0.344211,0.283803,0.318833,0.063275,4.555526,0.739294,0.502482,0.476324,0.362279,0.337500,0.341284,0.298812,0.302791,0.356288,0.378529,0.357677,0.276092,30.487461,1.444648,0.455857,0.549979,0.499302,0.390291,0.363135,0.340887,0.242500,0.282169,0.240942,0.241377,0.077209,6.767332,0.538046,0.356288,0.330993,0.254989,0.240471,0.238680,0.208127,0.221351,0.253854,0.270487,0.253630,0.211525,disco
-39.238532,2.317034,0.377111,0.514002,0.336733,0.347847,0.590780,0.468724,0.758361,0.347884,0.182225,0.217479,0.372338,3.875889,0.827449,0.631911,0.508997,0.495568,0.370127,0.350470,0.386997,0.343899,0.323148,0.289113,0.270450,0.283645,28.199325,1.682027,0.495151,0.482300,0.371851,0.328086,0.504129,0.413015,0.575763,0.276454,0.231411,0.234587,0.330564,6.139652,0.615938,0.474902,0.379843,0.362250,0.272329,0.250480,0.277224,0.257179,0.230979,0.210560,0.193828,0.212247,disco
-42.364856,2.302271,0.978588,0.895866,0.297909,0.611965,0.226725,0.395951,0.404598,0.186020,0.299317,0.327499,0.292526,4.275233,0.969664,0.801331,0.589699,0.411195,0.427239,0.317760,0.312073,0.346002,0.321218,0.299509,0.288749,0.311499,30.536015,1.727273,1.023643,0.749834,0.326069,0.517340,0.238268,0.331507,0.390248,0.336077,0.284200,0.292148,0.325725,6.709157,0.708723,0.596488,0.430824,0.293531,0.307049,0.227357,0.226005,0.260055,0.259400,0.218670,0.218552,0.258534,disco
-42.126775,1.481561,0.030784,0.805473,0.091789,0.650148,0.014052,0.398530,0.196025,0.268735,0.272443,0.349728,0.339873,4.605765,0.697726,0.539262,0.569904,0.407757,0.426504,0.376410,0.349668,0.319690,0.305259,0.291937,0.299862,0.288338,30.337101,1.138280,0.417324,0.728382,0.289899,0.545153,0.251342,0.407665,0.201987,0.235331,0.282888,0.270677,0.309700,6.796534,0.493774,0.395633,0.416350,0.296770,0.318295,0.273085,0.251801,0.227574,0.223070,0.208965,0.215658,0.206398,disco
-37.898578,2.192560,0.179515,0.717849,0.283582,0.258886,0.183616,0.336071,0.333191,0.334443,0.377638,0.398472,0.414722,3.965158,0.649461,0.651011,0.489051,0.324068,0.333502,0.300208,0.342296,0.310372,0.272079,0.275912,0.284067,0.295093,27.181816,1.585667,0.253231,0.611480,0.284010,0.260118,0.228574,0.305105,0.274192,0.277353,0.298718,0.340170,0.313402,6.391071,0.505256,0.486484,0.365418,0.235924,0.237643,0.216943,0.246442,0.218853,0.190621,0.194928,0.203305,0.209036,disco
-42.571786,2.518267,0.979390,0.832428,0.542775,0.392084,0.437401,0.552611,0.346774,0.214034,0.266761,0.335814,0.147496,3.950131,0.756660,0.406379,0.355490,0.293267,0.290073,0.282041,0.320430,0.275373,0.300126,0.298752,0.288583,0.244530,30.596345,1.874422,0.706189,0.628367,0.415270,0.298480,0.347999,0.430890,0.287433,0.288183,0.226441,0.352054,0.169519,6.988773,0.563140,0.310528,0.252490,0.213819,0.204925,0.200620,0.235779,0.199734,0.230438,0.226627,0.216815,0.176757,disco
-40.338372,2.150935,0.743710,0.653104,0.566852,0.538323,0.287202,0.395809,0.356213,0.255968,0.278634,0.060041,0.217630,3.627230,0.574424,0.551940,0.573491,0.431145,0.361238,0.314031,0.308798,0.306541,0.291071,0.325872,0.303264,0.279633,28.880981,1.584945,0.662572,0.697816,0.482632,0.510770,0.275842,0.389335,0.363832,0.284456,0.280212,0.308108,0.228929,6.948935,0.427796,0.424720,0.431788,0.308483,0.262015,0.221283,0.226882,0.221371,0.213122,0.237142,0.245933,0.206926,disco
-42.003320,2.361900,-0.062981,1.158741,0.616342,0.850001,0.350700,0.445482,0.232258,0.175355,0.142416,0.333676,0.394325,5.561625,1.005198,0.804267,0.463342,0.398609,0.429137,0.357922,0.295567,0.359612,0.305751,0.326049,0.308270,0.294667,30.510325,1.880410,0.561640,0.920072,0.504831,0.664579,0.318842,0.372555,0.315891,0.329048,0.303705,0.309038,0.390667,6.419517,0.732768,0.567969,0.341356,0.288402,0.338317,0.257456,0.221381,0.272069,0.239392,0.247923,0.260418,0.231173,disco
-39.269284,2.768454,-0.211274,0.757725,0.123870,0.271789,0.342352,0.251413,0.296202,0.241115,0.210251,0.394203,0.343143,3.971284,0.696366,0.573500,0.429548,0.302417,0.334283,0.288035,0.264506,0.288540,0.259730,0.261630,0.283248,0.281055,28.132115,2.048872,0.432069,0.571443,0.206290,0.309105,0.304964,0.270664,0.298886,0.279676,0.221357,0.346764,0.347839,6.914298,0.605391,0.456283,0.333138,0.221643,0.247300,0.212106,0.187350,0.215475,0.186199,0.188720,0.210629,0.218074,disco
-38.029397,2.449070,-0.225467,0.481386,0.299760,0.477741,0.196310,0.279262,0.219345,0.284242,0.255136,0.334181,0.365005,3.630203,0.726409,0.572325,0.469612,0.368240,0.373054,0.284315,0.274766,0.290429,0.261226,0.272483,0.250035,0.263364,27.345008,1.766997,0.288790,0.477154,0.307673,0.357848,0.181527,0.217762,0.229086,0.234968,0.213603,0.254421,0.273583,6.167298,0.552070,0.407800,0.341370,0.263126,0.274967,0.204470,0.195681,0.205032,0.186017,0.194267,0.175933,0.185039,disco
-40.605575,2.378841,0.551231,0.930912,0.445979,0.468304,0.275048,0.410055,0.351538,0.241360,0.250311,0.239286,0.171420,4.484421,0.826188,0.584467,0.624780,0.404102,0.433985,0.364228,0.358598,0.338613,0.314672,0.337783,0.338077,0.340791,29.136204,1.729185,0.462621,0.707999,0.359656,0.364530,0.241616,0.337641,0.313108,0.247574,0.249548,0.255236,0.197420,6.602618,0.607096,0.440791,0.456590,0.295424,0.311370,0.258997,0.255846,0.243164,0.232930,0.247112,0.252666,0.250362,disco
-39.827901,2.453429,0.350572,0.847967,0.223154,0.752740,0.052816,0.170820,0.399978,0.217971,0.328672,0.370445,0.222311,3.914241,0.960803,0.605080,0.490439,0.477627,0.422961,0.352043,0.314310,0.301553,0.317299,0.292991,0.302361,0.298403,28.484913,1.830175,0.465836,0.668759,0.312595,0.574175,0.322937,0.244454,0.371869,0.281236,0.327125,0.321039,0.201975,7.211673,0.874489,0.431844,0.357762,0.366062,0.314327,0.255264,0.226506,0.218963,0.237364,0.214732,0.218072,0.220648,disco
-45.081333,3.422263,0.456329,1.006754,0.526479,0.548411,0.476195,0.247494,0.565697,0.287874,0.229247,0.099750,0.140762,4.820340,0.900230,0.561053,0.577653,0.396808,0.383221,0.352562,0.323903,0.341273,0.295961,0.332229,0.342501,0.326181,32.408499,2.467446,0.437170,0.777509,0.440406,0.455359,0.448412,0.249671,0.442308,0.273100,0.295268,0.181383,0.242221,7.342965,0.725370,0.420426,0.445374,0.292566,0.278385,0.265747,0.235751,0.251349,0.208054,0.246282,0.250992,0.255376,disco
-42.704140,1.816026,1.148831,0.692574,0.767793,0.573796,0.566373,0.269063,0.331282,0.348150,0.394396,0.269206,0.293218,5.917483,1.227441,0.810230,0.471749,0.401613,0.311569,0.306150,0.277032,0.274413,0.257386,0.278114,0.240634,0.253318,31.349102,1.658381,1.182730,0.609913,0.716881,0.442950,0.466221,0.271016,0.334374,0.281389,0.318399,0.219782,0.255469,7.160945,0.937028,0.625666,0.386778,0.289326,0.220753,0.237203,0.195088,0.199926,0.185227,0.206220,0.177812,0.185522,disco
-42.640866,3.310941,0.083404,0.889993,0.115467,0.464865,0.225372,0.364463,0.346565,0.273381,0.304916,0.317284,0.294461,5.170717,1.009808,0.489165,0.573892,0.337867,0.347752,0.358691,0.343192,0.308823,0.280364,0.246642,0.263305,0.300214,30.582923,2.394854,0.227219,0.707125,0.187933,0.391699,0.216405,0.305424,0.301092,0.238717,0.251979,0.252874,0.268201,6.912398,0.760815,0.357482,0.419734,0.245752,0.263092,0.257092,0.263634,0.224681,0.199362,0.181531,0.189404,0.223481,disco
-39.762263,2.470524,-0.229345,0.550795,0.124817,0.811623,0.258115,0.454677,0.421607,0.334265,0.473363,0.241051,0.146768,3.918893,0.765574,0.496695,0.520406,0.382340,0.398721,0.348976,0.301392,0.316400,0.341131,0.353516,0.311260,0.330361,28.499044,1.790544,0.257823,0.447615,0.147247,0.613642,0.213565,0.346262,0.318493,0.265677,0.379752,0.214697,0.201872,6.527785,0.565095,0.370836,0.368189,0.270130,0.286859,0.250757,0.216752,0.225665,0.242482,0.251382,0.228422,0.241655,disco
-41.458066,2.806519,-0.066441,1.017528,0.371054,0.565379,0.381129,0.312137,0.407406,0.319312,0.301577,0.333317,0.282702,4.342461,0.813941,0.681393,0.496836,0.399446,0.313507,0.330314,0.326257,0.270858,0.277535,0.253383,0.257780,0.268444,29.768011,2.041045,0.367502,0.743197,0.316073,0.427232,0.354326,0.284044,0.310529,0.274712,0.227315,0.249987,0.227399,7.101042,0.697782,0.545070,0.389084,0.303166,0.226506,0.242590,0.244608,0.194064,0.203112,0.181786,0.182694,0.201591,disco
-41.020566,2.689965,0.772693,0.725049,0.184000,0.469137,0.256197,0.251125,0.286066,0.249601,0.295643,0.453167,0.440784,5.168777,1.036357,0.780109,0.641637,0.549363,0.444583,0.435390,0.388932,0.461343,0.439121,0.411621,0.438482,0.452110,29.485024,1.958435,0.890364,0.669688,0.297036,0.384296,0.221017,0.310928,0.439170,0.346187,0.333369,0.465862,0.415381,7.124190,0.791574,0.562550,0.469567,0.395054,0.315283,0.305577,0.281191,0.349118,0.315893,0.313424,0.323439,0.346295,disco
-40.487997,2.319812,0.213072,0.488178,0.210825,0.785390,0.118745,0.279432,0.346099,0.291650,0.405251,0.174545,0.133810,4.332430,0.936635,0.508453,0.533516,0.415037,0.414500,0.341248,0.339041,0.353552,0.328643,0.320623,0.325057,0.321873,29.035254,1.723493,0.355269,0.586519,0.274501,0.697779,0.130647,0.345189,0.315875,0.267624,0.331582,0.173458,0.183601,6.634195,0.667898,0.369194,0.388139,0.299426,0.304208,0.249704,0.237297,0.252893,0.242618,0.228506,0.232575,0.235086,disco
